FullName,Pace_Total,Shooting_Total,Passing_Total,Dribbling_Total,Defending_Total,Physicality_Total,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,Freekick_Accuracy,LongPassing,BallControl,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing_Tackle,Sliding_Tackle,Goalkeeper_Diving,Goalkeeper_Handling, GoalkeeperKicking,Goalkeeper_Positioning,Goalkeeper_Reflexes,ST_Rating,LW_Rating,LF_Rating,CF_Rating,RF_Rating,RW_Rating,CAM_Rating,LM_Rating,CM_Rating,RM_Rating,LWB_Rating,CDM_Rating,RWB_Rating,LB_Rating,CB_Rating,RB_Rating,GK_Rating
Dong Han,73,51,45,55,19,53,42,54,40,50,48,57,48,28,42,51,75,71,61,46,69,52,57,50,56,43,46,14,49,47,55,46,18,18,18,9,9,6,8,13,54,53,53,53,53,53,54,55,47,55,41,38,41,38,34,38,16
Ben Lloyd,60,44,50,61,30,41,47,44,35,52,45,62,48,40,49,61,61,59,63,47,69,47,53,46,38,44,37,23,39,53,44,51,33,29,34,10,7,10,12,11,50,53,52,52,52,53,55,55,51,55,46,43,46,44,38,44,16
Steven Sserwadda,72,40,50,58,44,54,39,35,47,60,38,52,38,38,56,59,75,69,79,56,80,50,58,60,50,40,55,45,48,44,41,48,40,44,46,11,14,13,9,14,52,53,52,52,52,53,56,56,55,56,54,53,54,53,50,53,19
Jack Hinchy,63,39,53,53,47,52,43,30,50,60,45,55,40,39,58,52,61,65,50,50,65,55,55,53,48,38,60,43,50,52,45,40,42,50,55,9,6,11,15,6,51,51,51,51,51,51,54,55,55,55,53,54,53,53,52,53,16
Noureddine El Bahhar,51,50,57,56,30,50,56,48,33,54,37,53,63,57,59,54,55,47,63,47,74,56,48,51,55,55,37,28,43,59,46,64,32,31,22,7,15,12,7,7,50,52,51,51,51,52,55,54,53,54,45,45,45,42,39,42,15
Bela Dumrath,51,58,51,52,27,50,12,6,12,31,7,11,12,10,22,19,31,21,37,47,27,38,35,18,70,7,28,12,4,37,19,33,6,11,13,51,58,51,50,52,23,20,21,21,21,20,25,23,25,23,21,25,21,20,24,20,54
Kayden Pierre,78,26,41,51,45,52,50,24,36,43,25,51,38,26,32,46,79,77,62,48,69,28,65,58,49,23,51,45,47,40,37,42,44,48,49,8,11,9,11,13,44,48,45,45,45,48,47,51,45,51,53,47,53,53,49,53,17
Jestin George,60,24,33,36,51,69,25,18,51,41,29,30,28,29,40,38,58,62,36,44,67,38,72,61,83,20,43,48,28,26,34,44,50,55,52,6,14,12,9,7,40,35,35,35,35,35,37,40,40,40,48,49,48,51,55,51,15
Yumiao Qian,72,24,39,51,51,62,40,18,50,43,25,46,32,25,38,50,68,76,72,50,73,35,63,63,60,23,64,50,38,38,30,40,55,50,45,9,12,11,14,14,44,45,43,43,43,45,46,49,46,49,53,51,53,54,55,54,18
Oliver Arblaster,66,40,53,49,44,58,42,30,48,63,41,48,36,38,58,47,67,65,54,56,66,54,57,61,56,42,57,41,52,52,48,40,45,42,49,8,9,14,13,8,51,50,51,51,51,50,54,54,55,54,53,53,53,53,51,53,17
Maurice Dehler,57,51,48,56,25,49,14,4,11,44,7,11,11,21,31,35,23,27,33,41,21,36,38,29,41,21,41,16,8,44,19,35,11,14,11,57,51,48,49,56,23,24,25,25,25,24,31,27,33,27,25,30,25,24,24,24,54
Isaac Vanmalsawma,70,46,52,57,47,61,50,46,41,57,40,54,51,50,54,57,71,70,74,50,72,45,64,66,62,47,52,53,47,46,46,45,49,45,42,11,9,10,13,7,53,55,53,53,53,55,56,56,55,56,56,55,56,55,52,55,16
Adam Zimarino,70,49,46,54,32,55,45,50,39,48,42,53,45,42,41,51,71,69,72,48,68,54,58,57,56,44,50,28,50,46,45,46,29,37,30,14,9,6,5,5,53,53,52,52,52,53,53,54,49,54,47,44,47,45,42,45,15
Christian Torres,64,54,45,56,23,46,46,51,41,47,52,55,50,41,35,57,65,64,64,43,68,61,51,43,51,54,38,20,54,48,53,47,23,21,19,13,15,13,10,11,55,53,53,53,53,53,54,53,47,53,41,38,41,39,35,39,18
Vebjørn Hagen,61,29,34,52,51,54,49,27,42,29,24,59,32,28,31,41,60,62,51,53,75,26,56,63,48,30,56,53,50,32,37,36,48,53,54,15,5,10,13,14,43,46,43,43,43,46,44,48,43,48,53,48,53,53,52,53,18
Themi Antonoglou,65,28,41,51,50,43,45,29,44,45,22,50,45,27,39,46,68,62,64,49,76,29,60,50,34,23,50,47,41,34,33,34,47,54,54,11,14,13,12,12,43,46,43,43,43,46,46,49,45,49,52,48,52,53,50,53,18
Saul Shotton,53,23,35,33,53,59,20,15,50,46,26,20,22,23,47,42,53,53,38,54,58,38,75,52,67,21,44,52,29,30,34,47,51,55,54,11,14,12,11,7,39,34,35,35,35,34,38,38,43,38,48,51,48,51,55,51,18
Rayan Al Bloushi,72,52,43,54,22,57,36,56,50,46,41,52,39,36,38,53,71,73,60,48,74,47,63,58,61,49,44,21,52,49,57,48,19,18,20,10,11,10,12,13,55,53,53,53,53,53,54,54,48,54,42,39,42,40,37,40,17
Saad Al Nasser,70,52,43,54,27,57,48,57,41,47,37,51,41,32,35,54,68,72,61,48,74,54,50,47,60,45,63,23,54,41,44,44,29,25,21,6,6,11,11,13,55,53,53,53,53,53,53,54,46,54,44,41,44,42,40,42,15
Malek Al Darwish,69,47,49,53,36,46,50,48,30,50,39,54,46,44,48,51,68,70,53,49,71,45,48,49,49,49,35,37,47,48,45,48,35,39,32,8,10,14,8,14,50,53,51,51,51,53,53,54,50,54,49,46,49,47,42,47,16
Bo Jin,67,54,44,58,35,63,49,54,36,44,44,59,44,30,40,52,70,65,82,34,64,67,62,63,63,43,65,22,55,45,48,47,40,36,37,15,10,13,12,8,53,53,52,52,52,53,53,53,47,53,47,44,47,45,44,45,16
Aaron Drewe,67,30,36,48,50,50,40,31,38,36,22,47,32,30,30,46,68,66,60,50,47,24,55,64,43,31,47,53,39,38,36,38,50,51,53,9,15,9,7,14,42,45,43,43,43,45,45,48,44,48,53,48,53,53,50,53,17
Almoatasim Siddiq,78,41,47,58,23,38,47,42,30,51,33,56,39,33,42,52,81,75,83,43,81,42,47,44,34,41,38,17,41,50,39,46,25,22,29,15,12,14,6,8,48,53,50,50,50,53,54,54,47,54,43,38,43,41,33,41,16
Aakash Sangwan,68,36,43,47,49,57,47,33,35,45,35,46,37,29,41,40,70,66,59,53,68,41,60,63,56,36,50,52,43,43,34,41,49,52,47,15,14,7,8,7,46,47,45,45,45,47,47,50,47,50,53,51,53,53,51,53,17
Jong Mu Han,53,42,53,57,40,51,41,38,40,59,43,59,45,43,54,56,55,52,56,45,66,50,56,65,45,41,47,39,43,57,38,50,39,45,33,6,11,7,8,7,49,51,51,51,51,51,55,55,55,55,50,51,50,48,45,48,14
Josh Chapman,55,54,51,53,22,52,10,7,10,18,9,10,12,10,25,17,20,25,31,41,43,38,55,24,54,9,20,6,8,30,17,37,7,12,13,55,54,51,52,53,21,17,18,18,18,17,21,20,22,20,18,21,18,18,21,18,54
Filippo Manfrin,51,49,53,56,25,52,12,7,11,20,6,11,10,14,18,12,28,20,31,47,37,40,43,21,49,5,26,10,4,28,12,28,6,14,11,51,49,53,52,56,20,17,18,18,18,17,20,20,21,20,19,21,19,19,21,19,54
Jae Hun Cho,62,46,47,58,23,36,45,49,35,46,40,60,41,40,43,54,60,63,67,47,70,45,43,36,35,40,36,16,46,55,43,45,20,26,25,8,10,14,12,12,50,53,51,51,51,53,54,53,48,53,40,37,40,38,33,38,17
James Pradic,54,56,46,50,30,53,10,5,10,17,8,7,14,11,30,17,33,26,31,44,38,35,59,18,61,9,17,9,4,28,19,32,5,11,14,54,56,46,53,50,21,17,18,18,18,17,21,20,22,20,19,21,19,19,21,19,54
Linus Carlstrand,67,53,40,52,20,57,31,58,47,48,40,51,31,34,32,50,66,67,63,48,53,50,52,51,65,48,45,14,54,46,54,45,13,24,18,6,6,11,10,11,55,51,52,52,52,51,53,52,46,52,39,37,39,37,36,37,15
Emil Kischka,59,45,52,58,39,50,40,49,46,59,36,55,40,39,53,58,63,55,66,57,69,41,60,46,52,45,48,43,43,58,44,49,37,35,37,12,13,7,8,7,52,54,53,53,53,54,57,55,55,55,49,50,49,48,47,48,17
Dylan Murugesapillai,63,41,52,56,52,53,45,38,50,58,38,53,42,35,52,55,65,62,69,45,73,48,63,56,50,38,52,53,51,53,40,53,51,54,53,8,14,5,7,12,51,52,51,51,51,52,55,55,55,55,55,55,55,55,55,55,16
Saikou Touray,59,39,53,55,48,52,40,37,50,62,30,54,34,37,57,56,63,56,50,54,72,53,62,48,52,34,55,47,31,54,44,43,40,53,53,7,12,12,10,14,49,50,50,50,50,50,54,53,55,53,53,55,53,53,53,53,18
Niclas Holm Pedersen,69,49,47,56,25,44,48,51,39,49,42,56,39,38,42,53,68,69,73,42,62,58,55,45,48,35,32,19,52,49,49,50,23,25,25,12,11,12,10,6,53,53,52,52,52,53,54,54,47,54,42,38,42,41,35,41,15
Saad Al Mousa,59,25,43,40,52,59,38,20,51,49,21,33,24,29,49,40,58,59,50,47,66,34,65,51,66,24,51,51,30,43,39,41,53,52,50,11,10,5,14,9,40,39,38,38,38,39,42,44,45,44,50,52,50,52,55,52,17
Yupeng He,71,39,48,54,45,56,47,38,46,55,28,53,37,33,46,52,74,68,73,53,50,50,61,58,57,30,49,43,42,43,40,45,45,46,46,10,10,5,15,10,50,51,50,50,50,51,52,54,51,54,54,51,54,53,51,53,18
Julian Gaines,63,24,44,51,48,56,47,21,43,48,27,51,38,28,41,50,66,61,53,46,68,24,60,58,55,20,54,48,46,42,38,39,45,51,50,6,7,11,9,8,43,46,44,44,44,46,47,50,48,50,53,50,53,53,52,53,14
Ji Yong Lee,71,44,46,54,24,47,51,44,36,48,38,56,37,30,47,51,73,70,53,42,76,46,33,49,54,39,29,18,43,43,53,46,22,27,22,8,10,9,13,11,50,51,49,49,49,51,51,54,46,54,43,39,43,41,34,41,16
Lucas Hiemann,57,53,45,57,26,50,14,8,13,20,9,13,14,14,22,16,23,30,32,39,44,34,61,22,44,5,20,8,8,28,10,24,18,12,13,57,53,45,50,57,21,18,18,18,18,18,21,21,21,21,20,21,20,20,22,20,54
Sheng Liu,54,23,29,32,53,66,27,19,41,29,21,24,30,29,25,34,62,48,34,50,57,35,74,57,79,16,42,47,23,35,32,39,50,64,57,14,14,13,12,10,36,32,32,32,32,32,33,36,37,36,47,47,47,50,53,50,19
Yankuba Minteh,67,47,44,57,23,36,42,50,40,47,38,57,45,38,35,57,66,68,68,38,53,46,45,39,34,46,35,24,48,51,45,50,20,21,20,9,8,7,11,8,51,53,52,52,52,53,54,53,46,53,40,37,40,38,33,38,14
Adrian Sæther,55,52,53,54,23,51,13,9,15,26,10,11,12,14,28,15,24,22,36,42,30,40,38,18,58,9,22,12,9,36,17,34,12,13,12,55,52,53,51,54,23,19,20,20,20,19,24,22,24,22,20,24,20,20,23,20,54
Abasa Aremeyaw,60,28,36,40,52,62,28,24,51,44,23,36,30,27,40,38,59,60,55,48,49,40,69,58,69,23,48,47,31,33,39,42,52,56,54,5,14,5,9,14,42,38,38,38,38,38,40,42,43,42,50,50,50,51,55,51,16
Quaine Bartley,65,49,39,51,27,67,28,53,52,44,40,50,35,24,36,48,63,67,58,48,70,52,68,62,73,40,56,26,52,48,52,50,25,24,20,6,7,7,13,9,55,49,51,51,51,49,51,51,46,51,41,41,41,40,41,40,15
David Edvardsson,65,44,51,55,43,64,39,43,43,62,40,51,38,41,53,55,66,64,72,52,77,48,64,74,56,40,73,47,49,46,42,44,34,49,42,14,10,5,8,10,52,52,52,52,52,52,55,56,55,56,54,55,54,53,52,53,17
Abdulkareem Al Muzayil,69,37,45,53,47,52,50,36,40,46,28,51,44,47,48,53,67,70,63,50,70,37,59,56,51,40,47,46,43,38,40,39,45,50,50,7,7,11,8,12,47,50,47,47,47,50,50,52,49,52,54,50,54,53,50,53,15
Daniel Nkrumah,72,50,40,54,17,56,32,55,46,49,40,52,40,30,32,50,71,73,72,49,74,46,63,50,68,43,32,16,52,42,56,46,11,14,15,15,12,13,12,9,55,52,52,52,52,52,53,52,45,52,38,35,38,37,33,37,18
Jan Ciućka,60,55,41,57,17,51,28,58,47,46,46,62,50,30,37,50,63,57,59,56,63,58,52,51,58,48,32,18,41,50,60,42,14,11,16,6,14,10,7,5,55,52,53,53,53,52,53,52,47,52,38,36,38,36,32,36,15
Valdemar Byskov,67,41,53,57,37,41,40,40,38,62,44,54,43,39,56,55,66,68,74,40,73,47,51,51,34,30,45,27,48,55,50,54,38,40,48,13,14,6,11,12,49,52,51,51,51,52,55,55,53,55,49,48,49,48,43,48,17
Phrangki Buam,71,51,48,54,27,41,40,54,35,53,40,52,36,42,48,53,74,69,74,40,69,46,70,41,33,50,53,25,51,53,54,40,20,33,30,14,5,9,7,8,52,54,53,53,53,54,55,54,50,54,43,42,43,42,37,42,14
Jingbin Wang,74,51,40,53,24,64,33,55,51,45,38,55,37,35,29,46,72,75,72,46,57,51,71,63,78,44,29,11,46,48,64,45,38,11,20,7,6,13,12,12,54,51,51,51,51,51,52,52,44,52,41,37,41,39,38,39,15
Elias Aarflot,74,53,38,53,19,49,28,55,48,45,45,52,35,30,28,52,72,75,60,40,63,52,62,34,62,50,30,12,54,48,54,48,16,17,15,14,6,14,13,9,55,52,53,53,53,52,53,51,43,51,36,33,36,35,33,35,16
Daniel Bassi,73,46,48,55,44,40,48,47,38,51,40,53,45,40,44,53,75,71,74,42,73,50,63,45,32,44,48,44,48,48,40,49,44,46,46,6,11,9,12,13,51,53,51,51,51,53,54,54,50,54,51,48,51,51,47,51,16
Yeljan Shinar,65,25,38,51,50,60,40,22,40,40,22,49,37,23,35,46,64,66,74,44,61,33,43,61,60,20,62,47,42,40,31,49,49,54,55,6,9,5,6,5,42,44,42,42,42,44,45,48,44,48,52,50,52,53,53,53,13
Marius Broholm,63,47,54,57,51,48,48,46,44,61,40,55,47,44,56,57,62,64,69,43,67,56,66,54,42,44,52,50,46,50,45,53,50,54,55,7,13,5,8,14,52,53,52,52,52,53,56,56,55,56,56,55,56,55,53,55,16
Rory Jordan,66,47,48,57,32,47,38,48,36,55,41,56,39,38,47,53,68,64,74,46,69,48,53,60,39,45,48,31,52,49,40,47,30,36,28,9,6,7,13,12,51,53,52,52,52,53,55,55,52,55,47,45,47,45,40,45,16
Marius Weidel,64,53,43,51,24,48,29,55,52,53,40,49,36,35,38,50,63,64,68,47,50,54,62,42,52,49,42,22,54,45,52,49,20,21,21,13,15,12,5,10,55,51,52,52,52,51,53,51,47,51,39,38,39,38,37,38,17
Joshua Tapia,52,55,51,49,21,53,13,7,14,26,7,10,12,10,29,16,17,27,37,50,46,38,57,16,48,9,17,8,5,30,19,27,9,10,11,52,55,51,53,49,22,18,19,19,19,18,23,21,24,21,19,22,19,19,21,19,54
Hun Min Kim,62,30,36,54,49,52,46,26,35,35,26,53,41,38,26,48,60,63,77,51,75,32,56,64,44,33,56,49,44,35,32,43,46,55,51,6,11,12,8,11,43,46,44,44,44,46,45,48,44,48,53,48,53,53,50,53,16
Liam Cross,64,47,54,57,45,52,49,46,46,57,43,54,50,47,55,55,67,61,71,49,80,48,58,54,51,49,52,46,48,54,44,45,42,47,41,14,15,7,11,5,53,54,53,53,53,54,56,56,55,56,53,52,53,52,50,52,17
Jacob Carney,52,54,47,57,32,50,11,7,12,15,7,6,12,10,23,16,30,34,42,44,48,35,60,18,42,8,21,10,5,29,11,27,8,12,13,52,54,47,50,57,20,17,18,18,18,17,20,20,20,20,19,20,19,19,21,19,54
Luca Jaquez,59,26,36,41,54,55,31,19,51,48,23,42,24,27,28,32,60,59,48,50,57,41,74,57,57,25,43,54,26,32,40,44,51,60,51,14,15,11,10,12,40,38,38,38,38,38,40,42,41,42,51,49,51,52,55,52,19
Sarthak Golui,72,31,35,50,51,70,42,31,48,33,29,46,42,27,31,50,73,72,64,54,57,34,69,84,70,24,55,51,45,35,35,42,54,51,49,13,6,12,14,10,47,46,45,45,45,46,45,50,45,50,56,51,56,56,55,56,18
Mingmin Cai,67,41,49,55,36,46,45,39,41,54,38,56,39,46,40,53,69,65,77,46,38,42,58,57,44,41,36,43,51,53,44,41,27,36,40,12,11,5,6,11,50,53,51,51,51,53,54,55,51,55,50,46,50,48,43,48,16
Max Murphy,63,38,41,47,49,50,45,41,41,42,29,45,44,38,33,45,64,63,53,51,59,37,58,56,49,33,45,51,37,39,40,39,44,54,52,5,13,13,7,14,46,46,44,44,44,46,46,48,45,48,52,49,52,53,51,53,16
Lewis Walker,51,56,39,51,24,51,29,63,55,45,41,51,34,31,31,48,53,50,58,52,63,53,63,55,56,52,31,17,47,50,52,47,25,19,23,13,12,6,5,7,55,49,51,51,51,49,52,49,46,49,38,37,38,37,36,37,16
Koca Manu Agro,54,56,57,56,23,53,14,8,13,18,6,5,12,14,26,10,29,15,34,33,24,43,31,26,70,5,18,10,5,26,11,25,5,10,14,54,56,57,53,56,20,14,15,15,15,14,18,18,19,18,18,20,18,18,21,18,54
Devendra Murgaonkar,69,51,47,55,26,47,37,54,50,53,37,52,36,34,50,51,71,67,71,52,86,50,62,49,50,50,35,22,51,48,52,43,11,34,31,10,12,10,11,13,55,53,53,53,53,53,55,54,51,54,43,41,43,43,38,43,18
Huidrom Singh,63,27,35,51,50,46,47,27,42,34,22,54,32,26,28,45,67,60,49,51,80,29,68,57,43,23,32,50,47,33,26,34,46,55,55,8,12,10,7,8,43,45,43,43,43,45,44,48,43,48,53,46,53,53,50,53,15
Noah Wagner,61,23,33,33,54,54,22,19,52,39,21,24,27,28,33,30,60,61,59,48,58,28,70,52,56,26,49,51,24,35,31,38,54,57,56,9,6,14,12,14,36,34,33,33,33,34,36,37,39,37,48,48,48,51,55,51,17
Alexandru Blidar,78,37,48,56,37,44,38,32,31,55,33,55,43,36,52,55,80,76,71,40,68,42,59,55,41,44,32,45,40,47,44,42,33,42,27,13,14,6,15,12,47,51,49,49,49,51,53,54,51,54,49,47,49,48,42,48,18
Jannik Horz,52,54,51,57,24,51,10,5,11,21,7,8,11,9,24,14,26,20,31,45,28,38,41,17,55,5,24,8,4,26,16,30,6,12,10,52,54,51,51,57,20,16,17,17,17,16,20,19,21,19,18,21,18,18,21,18,54
Alexandru Pătlăgică,69,29,39,51,47,52,49,29,33,42,21,48,29,28,34,47,65,72,70,51,71,31,51,53,56,24,42,51,44,33,36,34,42,52,53,11,7,11,13,6,44,47,44,44,44,47,46,49,44,49,53,48,53,53,50,53,16
Johan Kenneryd,64,24,35,42,52,56,28,18,52,45,28,40,30,26,38,45,62,66,40,42,34,38,56,34,72,20,44,48,27,28,31,45,52,54,52,14,5,13,13,12,41,38,38,38,38,38,40,42,41,42,48,48,48,50,55,50,17
Sumeet Passi,67,52,37,50,38,50,35,54,49,38,47,53,37,33,33,43,66,68,58,51,58,50,56,33,62,47,39,43,57,43,58,45,36,34,31,8,6,13,9,10,53,50,51,51,51,50,50,50,44,50,43,42,43,44,45,44,15
Jacob Muir,58,27,41,45,50,67,29,22,50,50,18,41,26,24,51,44,56,59,54,50,54,42,67,60,75,26,57,45,28,40,26,49,50,52,51,11,10,9,13,6,43,41,40,40,40,41,44,45,47,45,50,53,50,51,55,51,16
Jack Newman,57,55,54,56,23,52,12,9,10,29,5,6,10,14,22,11,24,21,37,31,35,41,44,17,40,8,17,14,6,26,18,24,6,12,14,57,55,54,52,56,19,16,17,17,17,16,20,19,21,19,18,21,18,18,19,18,54
Daniel Paraschiv,49,54,53,54,21,53,10,6,14,18,9,8,14,14,26,17,19,24,21,48,41,40,62,28,53,7,16,25,7,27,10,37,9,13,13,49,54,53,53,54,21,16,18,18,18,16,20,20,23,20,22,24,22,22,24,22,54
Christian Witzig,66,42,49,56,49,55,40,33,53,57,38,50,41,38,54,61,68,64,66,51,71,55,63,62,47,48,62,44,54,43,46,49,48,51,53,9,14,10,12,11,53,52,52,52,52,52,55,55,55,55,55,55,55,55,54,55,18
Jeppe Ørris Nielsen,58,50,50,56,31,54,14,7,12,25,5,10,14,14,19,20,31,30,28,35,34,38,46,26,42,9,15,7,6,36,17,37,7,13,11,58,50,50,54,56,21,19,20,20,20,19,23,22,23,22,20,21,20,20,19,20,54
Lara Sharma,54,52,54,57,26,50,13,8,10,19,9,12,14,12,17,12,22,31,37,39,35,41,42,16,57,9,26,8,6,27,18,34,6,10,14,54,52,54,50,57,21,17,18,18,18,17,20,19,19,19,18,19,18,18,21,18,54
Thomas Williams,58,31,37,44,52,62,35,31,58,38,24,42,39,27,38,44,57,58,59,46,40,36,64,61,69,28,46,50,27,39,30,38,50,52,54,13,10,13,12,8,43,41,40,40,40,41,42,44,43,44,50,49,50,52,55,52,17
Storm Strand-Kolbjørnsen,57,54,53,52,32,51,16,8,12,21,7,13,10,11,20,15,34,30,32,40,34,40,40,15,55,8,23,12,8,35,12,30,12,14,13,57,54,53,51,52,22,19,20,20,20,19,23,22,22,22,20,22,20,20,23,20,54
Isaiah Parente,55,42,55,58,45,43,45,39,40,61,40,58,47,44,60,57,56,55,62,45,76,53,49,35,50,39,35,44,41,53,46,58,41,52,46,14,15,11,7,12,50,51,51,51,51,51,55,54,54,54,50,52,50,50,49,50,18
Jakub Lutostański,66,56,37,49,18,42,29,60,59,40,40,44,34,32,31,48,65,67,58,51,78,49,60,48,40,52,34,15,56,48,70,53,12,13,19,6,14,7,14,11,55,50,52,52,52,50,51,50,44,50,36,33,36,36,32,36,17
Victor Göransson,69,44,53,51,47,52,52,42,52,58,42,46,41,42,54,55,68,69,50,54,80,46,68,64,44,42,55,52,52,52,46,46,42,46,52,6,11,12,13,8,53,53,52,52,52,53,55,57,55,57,56,54,56,56,52,56,17
Rayan Al Qahtani,71,49,50,54,26,43,47,52,39,54,43,51,46,33,51,56,70,72,61,35,78,51,47,54,43,43,26,17,50,50,52,46,30,22,27,9,5,7,11,10,52,53,52,52,52,53,54,55,49,55,44,40,44,42,34,42,14
Eyram Viegbe,57,33,47,53,49,49,36,28,46,58,29,52,38,39,52,54,55,58,55,50,67,45,56,48,44,29,61,48,38,41,47,39,46,52,58,7,9,5,12,7,46,47,46,46,46,47,50,50,51,50,53,54,53,53,53,53,15
André Picornell,55,51,53,52,30,54,14,9,12,19,6,5,11,13,15,17,30,31,31,41,34,40,58,23,54,8,26,6,4,26,17,28,9,10,10,55,51,53,54,52,21,17,18,18,18,17,20,20,19,20,19,20,19,19,21,19,54
Marinus Larsen,68,46,55,60,40,49,44,45,47,60,50,56,53,50,56,58,69,68,74,55,86,56,58,51,46,35,53,26,48,56,48,56,37,47,50,10,6,10,13,7,54,55,55,55,55,55,58,58,55,58,51,51,51,51,48,51,16
Prasanth Karuthadathkuni,82,41,46,52,26,53,45,41,34,50,41,49,49,35,45,48,81,82,79,52,63,44,55,52,58,36,39,25,44,41,45,46,25,27,24,9,8,9,6,11,50,52,49,49,49,52,51,54,47,54,45,41,45,44,38,44,15
Nathan Harness,56,52,50,50,21,50,15,8,12,19,10,11,12,15,30,15,23,17,35,49,20,38,62,21,43,5,20,15,9,40,14,26,7,11,15,56,52,50,50,50,21,18,20,20,20,18,23,22,25,22,20,23,20,20,21,20,54
Pragyan Gogoi,56,39,50,52,47,63,43,35,46,58,39,49,39,37,55,54,65,49,57,49,68,49,65,64,68,37,51,46,47,45,38,40,47,49,47,12,13,14,10,13,50,49,49,49,49,49,52,53,53,53,53,54,53,53,53,53,18
Joel Torrance,52,52,53,57,40,53,11,8,18,29,8,10,17,15,26,11,41,38,37,38,26,40,44,28,68,8,19,12,6,35,19,38,5,12,15,52,52,53,53,57,24,19,20,20,20,19,24,23,24,23,22,23,22,22,24,22,54
Severin Ottiger,61,26,30,46,54,61,36,24,45,25,29,55,29,32,31,29,66,57,52,55,58,22,57,60,67,24,49,49,44,32,42,33,52,61,61,9,7,13,13,10,41,41,39,39,39,41,40,44,40,44,51,47,51,53,55,53,17
Guobo Liu,70,47,45,50,40,62,34,47,59,53,40,48,45,33,41,47,68,72,67,51,57,52,67,61,63,42,57,39,54,48,51,43,38,35,43,9,13,8,9,8,55,51,52,52,52,51,53,53,50,53,49,48,49,49,49,49,16
Mehdi Baaloudj,56,58,38,47,19,42,29,63,63,40,40,45,42,30,31,44,54,57,56,54,61,57,62,57,39,54,27,18,49,51,67,49,12,11,20,6,8,6,10,12,55,48,51,51,51,48,50,48,44,48,36,33,36,36,31,36,16
Kiyan Nassiri,63,54,44,57,21,46,37,59,53,50,49,56,37,37,37,53,59,66,71,48,76,49,62,53,47,48,30,19,49,47,55,49,19,17,15,7,12,14,10,13,55,53,53,53,53,53,54,53,48,53,40,37,40,38,34,38,17
Daogang Yao,61,25,36,40,56,61,24,21,49,44,25,27,27,20,31,51,64,59,47,48,74,33,74,70,56,22,58,56,21,42,35,44,54,61,56,6,7,10,13,14,39,38,38,38,38,38,41,42,44,42,53,54,53,55,57,55,16
Thoiba Singh Moirangthem,60,37,43,50,51,65,31,36,46,50,24,47,34,40,48,49,58,62,62,45,75,42,67,70,62,41,68,50,32,40,34,44,51,53,50,15,6,6,15,11,46,45,44,44,44,45,48,48,49,48,52,54,52,53,55,53,17
Jacob Slater,74,32,45,53,46,52,56,28,42,40,30,56,52,24,49,45,75,73,60,53,70,40,60,52,53,29,47,48,52,43,21,33,42,50,47,10,12,10,14,6,47,50,48,48,48,50,49,53,48,53,53,49,53,53,50,53,17
Sidiki Camara,69,39,51,56,44,49,42,31,43,59,37,54,36,32,55,58,65,73,59,48,71,49,58,53,45,41,52,44,53,52,41,44,41,48,45,5,6,9,7,12,51,53,52,52,52,53,56,56,55,56,53,52,53,52,49,52,14
Ji won Park,79,57,42,56,23,49,44,56,46,37,64,55,51,42,35,52,76,81,67,39,86,65,47,54,52,55,35,24,47,51,51,46,17,20,25,10,7,10,14,14,56,53,53,53,53,53,53,54,45,54,42,36,42,41,35,41,16
Scott Simons,52,53,55,55,32,52,11,8,18,31,10,12,17,12,29,15,31,34,38,43,33,41,48,20,53,9,28,8,4,31,19,38,6,12,16,52,53,55,52,55,23,20,20,20,20,20,24,23,24,23,21,24,21,21,23,21,54
Morgan Roberts,66,45,52,53,34,49,56,44,21,51,37,53,55,58,46,52,68,64,56,42,69,50,31,49,55,46,36,34,45,50,44,49,36,35,33,9,13,12,15,9,48,52,50,50,50,52,52,54,49,54,48,45,48,46,40,46,17
Andreas Dithmer,56,52,56,53,38,51,15,10,15,30,10,15,15,14,32,21,40,36,37,42,40,42,45,25,52,10,22,14,9,42,15,44,14,14,12,56,52,56,51,53,25,23,24,24,24,23,28,27,28,27,24,26,24,23,24,23,54
Cameron Humphreys,64,41,52,56,50,57,51,40,44,56,32,53,37,42,52,56,65,63,64,52,70,45,60,60,55,39,56,50,50,53,42,51,52,50,48,10,11,10,7,8,51,53,52,52,52,53,55,56,55,56,56,55,56,55,54,55,16
Evan Khouri,71,42,49,54,46,47,45,41,41,52,36,52,42,43,50,50,69,72,68,49,67,47,55,44,50,41,39,44,48,52,40,50,49,47,44,6,7,5,15,12,50,52,51,51,51,52,53,54,51,54,51,50,51,51,49,51,16
Noah Rupp,59,45,55,57,41,48,46,44,41,61,42,52,48,44,62,61,63,55,64,54,61,57,59,36,54,36,43,26,47,53,46,55,41,47,57,7,8,7,9,11,53,53,53,53,53,53,57,56,55,56,50,51,50,50,48,50,16
Mücahit Serbest,52,55,42,64,17,47,13,5,11,26,9,5,10,10,23,15,17,17,22,40,49,32,51,23,58,7,27,13,7,25,11,26,8,14,12,52,55,42,47,64,19,15,16,16,16,15,19,19,22,19,19,23,19,19,23,19,54
